2theta,simulated,2theta,real copy,2theta,real
24.5,29.2703,23.4609,4770.43,23.4609,4770.43
24.52,29.7931,23.4829,5499.15,23.4829,5499.15
24.54,30.4374,23.5049,6496.743,23.5049,6496.743
24.56,31.211,23.5269,7199.27,23.5269,7199.27
24.58,32.1236,23.5489,8259.389,23.5489,8259.389
24.6,33.1873,23.5709,9837.478,23.5709,9837.478
24.62,34.4172,23.5929,11399.66,23.5929,11399.66
24.64,35.8315,23.6149,13087.64,23.6149,13087.64
24.66,37.4527,23.6369,14770.37,23.6369,14770.37
24.68,39.3081,23.6589,15513.41,23.6589,15513.41
24.7,41.431,23.6809,14464.75,23.6809,14464.75
24.72,43.8625,23.7029,13558.24,23.7029,13558.24
24.74,46.6533,23.7249,12549.03,23.7249,12549.03
24.76,49.8664,23.7469,11929.78,23.7469,11929.78
24.78,53.5808,23.7689,11168.75,23.7689,11168.75
24.8,57.8969,23.7909,10149.79,23.7909,10149.79
24.82,62.9427,23.8129,8829.046,23.8129,8829.046
24.84,67.9358,23.8349,7817.693,23.8349,7817.693
24.86,75.0176,23.8569,6621.536,23.8569,6621.536
24.88,83.5053,23.8789,5531.465,23.8789,5531.465
24.9,93.7957,23.9009,4687.842,23.9009,4687.842
24.92,106.438,23.9229,4071.763,23.9229,4071.763
24.94,122.212,23.9449,3642.983,23.9449,3642.983
24.96,142.249,23.9669,3337.858,23.9669,3337.858
24.98,168.253,23.9889,3075.119,23.9889,3075.119
25.0,202.943,24.0109,2923.782,24.0109,2923.782
25.02,251.067,24.0329,2817.676,24.0329,2817.676
25.04,320.781,24.0549,2725.864,24.0549,2725.864
25.06,432.272,24.0769,2582.09,24.0769,2582.09
25.08,617.609,24.0989,2502.629,24.0989,2502.629
25.1,926.23,24.1209,2509.497,24.1209,2509.497
25.12,1408.06,24.1429,2493.347,24.1429,2493.347
25.14,2042.19,24.1649,2530.606,24.1649,2530.606
25.16,2540.71,24.1869,2529.283,24.1869,2529.283
25.18,2423.92,24.2089,2509.891,24.2089,2509.891
25.2,1832.82,24.2309,2490.456,24.2309,2490.456
25.22,1251.46,24.2529,2458.324,24.2529,2458.324
25.24,849.013,24.2749,2395.98,24.2749,2395.98
25.26,607.715,24.2969,2447.854,24.2969,2447.854
25.28,474.055,24.3189,2528.387,24.3189,2528.387
25.3,405.219,24.3409,2565.311,24.3409,2565.311
25.32,376.071,24.3629,2472.405,24.3629,2472.405
25.34,375.722,24.3849,2475.5,24.3849,2475.5
25.36,403.108,24.4069,2517.017,24.4069,2517.017
25.38,466.114,24.4289,2494.262,24.4289,2494.262
25.4,584.402,24.4509,2615.301,24.4509,2615.301
25.42,792.818,24.4729,2659.772,24.4729,2659.772
25.44,1138.41,24.4949,2590.681,24.4949,2590.681
25.46,1652.47,24.5169,2580.196,24.5169,2580.196
25.48,2244.0,24.5389,2559.526,24.5389,2559.526
25.5,2626.9,24.5609,2477.569,24.5609,2477.569
25.52,2690.56,24.5829,2402.195,24.5829,2402.195
25.54,2540.05,24.6049,2414.26,24.6049,2414.26
25.56,2156.99,24.6269,2400.699,24.6269,2400.699
25.58,1597.02,24.6489,2449.634,24.6489,2449.634
25.6,1093.19,24.6709,2566.834,24.6709,2566.834
25.62,743.612,24.6929,2486.354,24.6929,2486.354
25.64,524.346,24.7149,2538.552,24.7149,2538.552
25.66,390.757,24.7369,2594.877,24.7369,2594.877
25.68,308.323,24.7589,2614.724,24.7589,2614.724
25.7,256.438,24.7809,2658.062,24.7809,2658.062
25.72,225.32,24.8029,2720.413,24.8029,2720.413
25.74,209.052,24.8249,2719.354,24.8249,2719.354
25.76,208.032,24.8469,2545.457,24.8469,2545.457
25.78,217.208,24.8689,2479.674,24.8689,2479.674
25.8,225.768,24.8909,2557.4,24.8909,2557.4
25.82,221.429,24.9129,2530.711,24.9129,2530.711
25.84,217.558,24.9349,2432.429,24.9349,2432.429
25.86,234.234,24.9569,2504.611,24.9569,2504.611
25.88,277.443,24.9789,2552.451,24.9789,2552.451
25.9,329.399,25.0009,2503.974,25.0009,2503.974
25.92,336.168,25.0229,2409.212,25.0229,2409.212
25.94,277.728,25.0449,2412.375,25.0449,2412.375
25.96,203.98,25.0669,2466.099,25.0669,2466.099
25.98,147.086,25.0889,2541.785,25.0889,2541.785
26.0,109.754,25.1109,2497.475,25.1109,2497.475
26.02,86.4323,25.1329,2513.112,25.1329,2513.112
26.04,71.6757,25.1549,2459.189,25.1549,2459.189
26.06,61.7625,25.1769,2488.929,25.1769,2488.929
26.08,54.6222,25.1989,2451.854,25.1989,2451.854
26.1,49.1958,25.2209,2459.671,25.2209,2459.671
26.12,44.9243,25.2429,2441.392,25.2429,2441.392
26.14,41.4816,25.2649,2550.081,25.2649,2550.081
26.16,38.6591,25.2869,2523.224,25.2869,2523.224
26.18,36.3156,25.3089,2580.243,25.3089,2580.243
26.2,34.9721,25.3309,2596.169,25.3309,2596.169
26.22,33.5682,25.3529,2637.306,25.3529,2637.306
26.24,32.1938,25.3749,2675.275,25.3749,2675.275
26.26,31.0375,25.3969,2812.585,25.3969,2812.585
26.28,30.1055,25.4189,2927.681,25.4189,2927.681
26.3,30.2566,25.4409,3026.254,25.4409,3026.254
26.32,29.6322,25.4629,3247.998,25.4629,3247.998
26.34,29.1456,25.4849,3500.923,25.4849,3500.923
26.36,28.7875,25.5069,3693.385,25.5069,3693.385
26.38,28.5515,25.5289,4222.202,25.5289,4222.202
26.4,28.434,25.5509,4595.634,25.5509,4595.634
26.42,28.4333,25.5729,5042.829,25.5729,5042.829
26.44,28.5501,25.5949,5824.279,25.5949,5824.279
26.46,28.7874,25.6169,6531.089,25.6169,6531.089
26.48,29.1502,25.6389,7368.925,25.6389,7368.925
26.5,29.6464,25.6609,8217.864,25.6609,8217.864
26.52,30.2865,25.6829,8826.871,25.6829,8826.871
26.54,31.1273,25.7049,8922.87,25.7049,8922.87
26.56,32.1034,25.7269,7918.291,25.7269,7918.291
26.58,33.2797,25.7489,6814.362,25.7489,6814.362
26.6,34.687,25.7709,5953.502,25.7709,5953.502
26.62,36.2488,25.7929,5001.244,25.7929,5001.244
26.64,35.9757,25.8149,4182.13,25.8149,4182.13
26.66,38.4307,25.8369,3566.442,25.8369,3566.442
26.68,42.3773,25.8589,3348.151,25.8589,3348.151
26.7,45.9581,25.8809,3262.454,25.8809,3262.454
26.72,50.3437,25.9029,3332.245,25.9029,3332.245
26.74,55.7488,25.9249,3473.715,25.9249,3473.715
26.76,62.595,25.9469,3683.359,25.9469,3683.359
26.78,71.539,25.9689,3930.558,25.9689,3930.558
26.8,83.7908,25.9909,4234.298,25.9909,4234.298
26.82,101.707,26.0129,4602.369,26.0129,4602.369
26.84,129.633,26.0349,5082.116,26.0349,5082.116
26.86,174.322,26.0569,5742.049,26.0569,5742.049
26.88,243.379,26.0789,6422.385,26.0789,6422.385
26.9,337.465,26.1009,7137.714,26.1009,7137.714
26.92,425.508,26.1229,8104.466,26.1229,8104.466
26.94,438.193,26.1449,9016.279,26.1449,9016.279
26.96,376.223,26.1669,9402.203,26.1669,9402.203
26.98,309.551,26.1889,8917.856,26.1889,8917.856
27.0,274.364,26.2109,7832.244,26.2109,7832.244
27.02,274.175,26.2329,6681.797,26.2329,6681.797
27.04,307.537,26.2549,5649.706,26.2549,5649.706
27.06,384.693,26.2769,4687.087,26.2769,4687.087
27.08,524.931,26.2989,3975.981,26.2989,3975.981
27.1,760.111,26.3209,3533.129,26.3209,3533.129
27.12,1116.16,26.3429,3352.68,26.3429,3352.68
27.14,1547.97,26.3649,3244.889,26.3649,3244.889
27.16,1865.44,26.3869,3088.66,26.3869,3088.66
27.18,1931.16,26.4089,3034.939,26.4089,3034.939
27.2,1773.13,26.4309,2946.398,26.4309,2946.398
27.22,1403.11,26.4529,2876.65,26.4529,2876.65
27.24,996.098,26.4749,2855.65,26.4749,2855.65
27.26,697.522,26.4969,2758.888,26.4969,2758.888
27.28,520.428,26.5189,2798.376,26.5189,2798.376
27.3,437.742,26.5409,2804.705,26.5409,2804.705
27.32,421.602,26.5629,2680.177,26.5629,2680.177
27.34,439.292,26.5849,2696.516,26.5849,2696.516
27.36,434.932,26.6069,2641.895,26.6069,2641.895
27.38,378.91,26.6289,2629.32,26.6289,2629.32
27.4,313.264,26.6509,2575.785,26.6509,2575.785
27.42,268.365,26.6729,2494.182,26.6729,2494.182
27.44,239.869,26.6949,2456.236,26.6949,2456.236
27.46,214.912,26.7169,2501.58,26.7169,2501.58
27.48,195.353,26.7389,2443.898,26.7389,2443.898
27.5,186.936,26.7609,2391.593,26.7609,2391.593
27.52,191.648,26.7829,2457.056,26.7829,2457.056
27.54,209.724,26.8049,2508.489,26.8049,2508.489
27.56,246.287,26.8269,2499.442,26.8269,2499.442
27.58,311.74,26.8489,2628.49,26.8489,2628.49
27.6,423.676,26.8709,2584.778,26.8709,2584.778
27.62,603.773,26.8929,2695.956,26.8929,2695.956
27.64,859.798,26.9149,2741.885,26.9149,2741.885
27.66,1126.99,26.9369,2818.135,26.9369,2818.135
27.68,1256.55,26.9589,2924.372,26.9589,2924.372
27.7,1263.07,26.9809,2964.262,26.9809,2964.262
27.72,1298.63,27.0029,3188.369,27.0029,3188.369
27.74,1318.91,27.0249,3403.685,27.0249,3403.685
27.76,1145.76,27.0469,3501.799,27.0469,3501.799
27.78,843.981,27.0689,3928.791,27.0689,3928.791
27.8,581.76,27.0909,3995.635,27.0909,3995.635
27.82,404.569,27.1129,4301.373,27.1129,4301.373
27.84,295.743,27.1349,4346.558,27.1349,4346.558
27.86,231.552,27.1569,4059.973,27.1569,4059.973
27.88,194.262,27.1789,3859.184,27.1789,3859.184
27.9,173.946,27.2009,3780.605,27.2009,3780.605
27.92,165.445,27.2229,3720.295,27.2229,3720.295
27.94,167.376,27.2449,3672.152,27.2449,3672.152
27.96,178.348,27.2669,3693.982,27.2669,3693.982
27.98,192.819,27.2889,3745.624,27.2889,3745.624
28.0,207.442,27.3109,4013.932,27.3109,4013.932
28.02,227.726,27.3329,4089.944,27.3329,4089.944
28.04,273.693,27.3549,4008.061,27.3549,4008.061
28.06,364.835,27.3769,3747.731,27.3769,3747.731
28.08,522.359,27.3989,3501.27,27.3989,3501.27
28.1,756.452,27.4209,3270.667,27.4209,3270.667
28.12,1014.93,27.4429,2895.985,27.4429,2895.985
28.14,1109.3,27.4649,2777.821,27.4649,2777.821
28.16,931.29,27.4869,2654.286,27.4869,2654.286
28.18,660.246,27.5089,2500.808,27.5089,2500.808
28.2,441.156,27.5309,2421.889,27.5309,2421.889
28.22,297.126,27.5529,2350.686,27.5529,2350.686
28.24,210.367,27.5749,2398.546,27.5749,2398.546
28.26,158.024,27.5969,2443.896,27.5969,2443.896
28.28,125.278,27.6189,2453.127,27.6189,2453.127
28.3,103.361,27.6409,2365.543,27.6409,2365.543
28.32,87.7998,27.6629,2284.521,27.6629,2284.521
28.34,76.2964,27.6849,2352.901,27.6849,2352.901
28.36,67.5641,27.7069,2361.948,27.7069,2361.948
28.38,60.8112,27.7289,2353.507,27.7289,2353.507
28.4,55.4919,27.7509,2469.425,27.7509,2469.425
28.42,51.005,27.7729,2480.577,27.7729,2480.577
28.44,47.6906,27.7949,2398.825,27.7949,2398.825
28.46,45.063,27.8169,2411.226,27.8169,2411.226
28.48,42.9968,27.8389,2445.282,27.8389,2445.282
28.5,41.4012,27.8609,2534.564,27.8609,2534.564
28.52,40.211,27.8829,2565.723,27.8829,2565.723
28.54,39.3803,27.9049,2557.737,27.9049,2557.737
28.56,38.8781,27.9269,2527.944,27.9269,2527.944
28.58,38.6863,27.9489,2532.717,27.9489,2532.717
28.6,38.7978,27.9709,2483.552,27.9709,2483.552
28.62,38.0829,27.9929,2400.949,27.9929,2400.949
28.64,38.8201,28.0149,2369.743,28.0149,2369.743
28.66,38.9489,28.0369,2402.927,28.0369,2402.927
28.68,40.4872,28.0589,2431.5,28.0589,2431.5
28.7,42.4739,28.0809,2449.55,28.0809,2449.55
28.72,45.0065,28.1029,2431.905,28.1029,2431.905
28.74,48.2063,28.1249,2439.958,28.1249,2439.958
28.76,52.2525,28.1469,2474.628,28.1469,2474.628
28.78,57.4053,28.1689,2482.842,28.1689,2482.842
28.8,64.0533,28.1909,2552.899,28.1909,2552.899
28.82,72.5799,28.2129,2662.335,28.2129,2662.335
28.84,84.4745,28.2349,2730.943,28.2349,2730.943
28.86,101.504,28.2569,2826.587,28.2569,2826.587
28.88,127.554,28.2789,2952.115,28.2789,2952.115
28.9,169.775,28.3009,2990.937,28.3009,2990.937
28.92,239.352,28.3229,3183.928,28.3229,3183.928
28.94,348.333,28.3449,3344.651,28.3449,3344.651
28.96,496.031,28.3669,3612.247,28.3669,3612.247
28.98,626.633,28.3889,4063.117,28.3889,4063.117
29.0,626.362,28.4109,4544.154,28.4109,4544.154
29.02,507.061,28.4329,4971.953,28.4329,4971.953
29.04,385.254,28.4549,5438.899,28.4549,5438.899
29.06,311.745,28.4769,5920.415,28.4769,5920.415
29.08,289.959,28.4989,6134.578,28.4989,6134.578
29.1,313.196,28.5209,5984.642,28.5209,5984.642
29.12,369.618,28.5429,5349.609,28.5429,5349.609
29.14,433.737,28.5649,4815.208,28.5649,4815.208
29.16,461.338,28.5869,4193.388,28.5869,4193.388
29.18,434.62,28.6089,3760.645,28.6089,3760.645
29.2,405.792,28.6309,3184.439,28.6309,3184.439
29.22,420.891,28.6529,2876.27,28.6529,2876.27
29.24,499.191,28.6749,2723.144,28.6749,2723.144
29.26,638.854,28.6969,2752.634,28.6969,2752.634
29.28,796.479,28.7189,2586.552,28.7189,2586.552
29.3,881.723,28.7409,2630.819,28.7409,2630.819
29.32,894.479,28.7629,2481.761,28.7629,2481.761
29.34,939.681,28.7849,2467.251,28.7849,2467.251
29.36,1083.78,28.8069,2436.914,28.8069,2436.914
29.38,1318.84,28.8289,2354.428,28.8289,2354.428
29.4,1656.94,28.8509,2351.01,28.8509,2351.01
29.42,2065.26,28.8729,2418.107,28.8729,2418.107
29.44,2250.44,28.8949,2300.36,28.8949,2300.36
29.46,1933.79,28.9169,2415.22,28.9169,2415.22
29.48,1390.02,28.9389,2328.61,28.9389,2328.61
29.5,938.215,28.9609,2278.809,28.9609,2278.809
29.52,641.203,28.9829,2311.134,28.9829,2311.134
29.54,465.152,29.0049,2340.0,29.0049,2340.0
29.56,367.412,29.0269,2329.724,29.0269,2329.724
29.58,318.781,29.0489,2243.636,29.0489,2243.636
29.6,305.3,29.0709,2354.162,29.0709,2354.162
29.62,329.346,29.0929,2320.997,29.0929,2320.997
29.64,397.826,29.1149,2329.594,29.1149,2329.594
29.66,516.728,29.1369,2263.478,29.1369,2263.478
29.68,666.875,29.1589,2281.513,29.1589,2281.513
29.7,774.282,29.1809,2304.359,29.1809,2304.359
29.72,726.507,29.2029,2299.481,29.2029,2299.481
29.74,553.818,29.2249,2264.043,29.2249,2264.043
29.76,383.588,29.2469,2245.547,29.2469,2245.547
29.78,263.28,29.2689,2310.204,29.2689,2310.204
29.8,187.618,29.2909,2348.5,29.2909,2348.5
29.82,141.129,29.3129,2260.442,29.3129,2260.442
29.84,111.922,29.3349,2281.514,29.3349,2281.514
29.86,92.3347,29.3569,2377.833,29.3569,2377.833
29.88,78.2951,29.3789,2388.122,29.3789,2388.122
29.9,67.7291,29.4009,2410.721,29.4009,2410.721
29.92,59.513,29.4229,2399.379,29.4229,2399.379
29.94,52.972,29.4449,2371.789,29.4449,2371.789
29.96,47.6675,29.4669,2390.268,29.4669,2390.268
29.98,43.3004,29.4889,2424.832,29.4889,2424.832
30.0,39.66,29.5109,2497.27,29.5109,2497.27
30.02,36.9798,29.5329,2471.699,29.5329,2471.699
30.04,34.3879,29.5549,2420.861,29.5549,2420.861
30.06,32.5937,29.5769,2406.435,29.5769,2406.435
30.08,30.7093,29.5989,2434.109,29.5989,2434.109
30.1,29.0925,29.6209,2412.564,29.6209,2412.564
30.12,27.7055,29.6429,2415.691,29.6429,2415.691
30.14,26.5518,29.6649,2447.301,29.6649,2447.301
30.16,25.5436,29.6869,2425.052,29.6869,2425.052
30.18,24.6956,29.7089,2363.147,29.7089,2363.147
30.2,23.9948,29.7309,2369.133,29.7309,2369.133
30.22,23.4325,29.7529,2408.027,29.7529,2408.027
30.24,23.2441,29.7749,2458.425,29.7749,2458.425
30.26,22.9533,29.7969,2478.112,29.7969,2478.112
30.28,23.6479,29.8189,2468.938,29.8189,2468.938
30.3,23.6587,29.8409,2527.439,29.8409,2527.439
30.32,23.8284,29.8629,2687.272,29.8629,2687.272
30.34,24.1839,29.8849,2760.643,29.8849,2760.643
30.36,24.774,29.9069,2804.111,29.9069,2804.111
30.38,25.8966,29.9289,2879.075,29.9289,2879.075
30.4,27.3089,29.9509,3008.345,29.9509,3008.345
30.42,29.4614,29.9729,3146.79,29.9729,3146.79
30.44,32.695,29.9949,3301.525,29.9949,3301.525
30.46,36.9499,30.0169,3356.656,30.0169,3356.656
30.48,40.7253,30.0389,3279.191,30.0389,3279.191
30.5,42.892,30.0609,3244.013,30.0609,3244.013
30.52,43.1873,30.0829,3145.909,30.0829,3145.909
30.54,44.1611,30.1049,2981.039,30.1049,2981.039
30.56,47.2261,30.1269,2861.035,30.1269,2861.035
30.58,53.0677,30.1489,2833.72,30.1489,2833.72
30.6,62.784,30.1709,2916.778,30.1709,2916.778
30.62,78.6796,30.1929,2979.773,30.1929,2979.773
30.64,105.713,30.2149,3046.271,30.2149,3046.271
30.66,149.868,30.2369,3180.183,30.2369,3180.183
30.68,215.925,30.2589,3298.643,30.2589,3298.643
30.7,294.493,30.2809,3530.823,30.2809,3530.823
30.72,338.867,30.3029,3798.668,30.3029,3798.668
30.74,307.727,30.3249,4025.996,30.3249,4025.996
30.76,242.591,30.3469,4058.353,30.3469,4058.353
30.78,192.913,30.3689,4127.826,30.3689,4127.826
30.8,174.065,30.3909,4004.126,30.3909,4004.126
30.82,187.619,30.4129,3953.232,30.4129,3953.232
30.84,232.672,30.4349,4067.806,30.4349,4067.806
30.86,300.355,30.4569,4174.126,30.4569,4174.126
30.88,349.04,30.4789,4346.928,30.4789,4346.928
30.9,323.122,30.5009,4650.994,30.5009,4650.994
30.92,253.263,30.5229,5171.338,30.5229,5171.338
30.94,192.143,30.5449,5347.4,30.5449,5347.4
30.96,156.538,30.5669,5467.593,30.5669,5467.593
30.98,145.354,30.5889,5097.195,30.5889,5097.195
31.0,154.722,30.6109,4738.635,30.6109,4738.635
31.02,179.604,30.6329,4368.418,30.6329,4368.418
31.04,211.857,30.6549,3985.687,30.6549,3985.687
31.06,233.995,30.6769,3873.506,30.6769,3873.506
31.08,225.369,30.6989,3447.419,30.6989,3447.419
31.1,202.088,30.7209,3218.425,30.7209,3218.425
31.12,191.453,30.7429,3301.573,30.7429,3301.573
31.14,205.591,30.7649,3314.705,30.7649,3314.705
31.16,253.591,30.7869,3367.652,30.7869,3367.652
31.18,348.217,30.8089,3543.747,30.8089,3543.747
31.2,501.405,30.8309,3664.608,30.8309,3664.608
31.22,700.773,30.8529,3645.469,30.8529,3645.469
31.24,841.905,30.8749,3426.31,30.8749,3426.31
31.26,783.13,30.8969,3220.599,30.8969,3220.599
31.28,593.65,30.9189,3118.796,30.9189,3118.796
31.3,419.223,30.9409,3006.073,30.9409,3006.073
31.32,303.733,30.9629,2937.847,30.9629,2937.847
31.34,239.706,30.9849,2823.845,30.9849,2823.845
31.36,212.113,31.0069,2657.843,31.0069,2657.843
31.38,211.181,31.0289,2567.093,31.0289,2567.093
31.4,235.716,31.0509,2547.894,31.0509,2547.894
31.42,293.153,31.0729,2499.378,31.0729,2499.378
31.44,397.033,31.0949,2489.941,31.0949,2489.941
31.46,556.937,31.1169,2487.101,31.1169,2487.101
31.48,745.184,31.1389,2379.187,31.1389,2379.187
31.5,862.913,31.1609,2365.576,31.1609,2365.576
31.52,827.956,31.1829,2334.578,31.1829,2334.578
31.54,673.357,31.2049,2370.726,31.2049,2370.726
31.56,512.585,31.2269,2364.805,31.2269,2364.805
31.58,407.786,31.2489,2401.441,31.2489,2401.441
31.6,357.798,31.2709,2502.065,31.2709,2502.065
31.62,352.344,31.2929,2549.685,31.2929,2549.685
31.64,398.1,31.3149,2491.965,31.3149,2491.965
31.66,510.691,31.3369,2555.983,31.3369,2555.983
31.68,700.336,31.3589,2570.019,31.3589,2570.019
31.7,939.12,31.3809,2659.742,31.3809,2659.742
31.72,1124.0,31.4029,2806.205,31.4029,2806.205
31.74,1106.15,31.4249,2819.102,31.4249,2819.102
31.76,886.58,31.4469,2898.632,31.4469,2898.632
31.78,650.995,31.4689,3071.285,31.4689,3071.285
31.8,499.761,31.4909,3301.404,31.4909,3301.404
31.82,435.735,31.5129,3594.952,31.5129,3594.952
31.84,421.534,31.5349,3882.808,31.5349,3882.808
31.86,395.507,31.5569,4233.616,31.5569,4233.616
31.88,335.994,31.5789,4680.588,31.5789,4680.588
31.9,268.109,31.6009,5169.195,31.6009,5169.195
31.92,205.522,31.6229,5560.915,31.6229,5560.915
31.94,158.163,31.6449,5947.882,31.6449,5947.882
31.96,127.625,31.6669,6175.1,31.6669,6175.1
31.98,108.384,31.6889,6072.1,31.6889,6072.1
32.0,93.8101,31.7109,5597.158,31.7109,5597.158
32.02,81.34,31.7329,5142.542,31.7329,5142.542
32.04,71.8608,31.7549,4692.81,31.7549,4692.81
32.06,65.6426,31.7769,4189.698,31.7769,4189.698
32.08,62.2742,31.7989,3718.566,31.7989,3718.566
32.1,61.3973,31.8209,3345.599,31.8209,3345.599
32.12,62.9598,31.8429,3053.666,31.8429,3053.666
32.14,67.3645,31.8649,2791.902,31.8649,2791.902
32.16,75.7528,31.8869,2664.686,31.8869,2664.686
32.18,90.374,31.9089,2591.234,31.9089,2591.234
32.2,116.576,31.9309,2553.967,31.9309,2553.967
32.22,161.944,31.9529,2454.8,31.9529,2454.8
32.24,236.004,31.9749,2437.03,31.9749,2437.03
32.26,341.233,31.9969,2375.256,31.9969,2375.256
32.28,450.387,32.0189,2465.455,32.0189,2465.455
32.3,490.237,32.0409,2364.752,32.0409,2364.752
32.32,415.389,32.0629,2397.062,32.0629,2397.062
32.34,295.327,32.0849,2378.312,32.0849,2378.312
32.36,196.849,32.1069,2344.575,32.1069,2344.575
32.38,132.131,32.1289,2313.38,32.1289,2313.38
32.4,92.7974,32.1509,2472.394,32.1509,2472.394
32.42,69.1672,32.1729,2376.345,32.1729,2376.345
32.44,54.333,32.1949,2332.417,32.1949,2332.417
32.46,44.3483,32.2169,2384.164,32.2169,2384.164
32.48,37.1789,32.2389,2349.38,32.2389,2349.38
32.5,31.8293,32.2609,2397.112,32.2609,2397.112
32.52,27.704,32.2829,2429.462,32.2829,2429.462
32.54,24.3178,32.3049,2403.332,32.3049,2403.332
32.56,21.8038,32.3269,2577.17,32.3269,2577.17
32.58,19.667,32.3489,2644.063,32.3489,2644.063
32.6,17.8952,32.3709,2523.908,32.3709,2523.908
32.62,16.4082,32.3929,2714.763,32.3929,2714.763
32.64,15.1472,32.4149,2744.656,32.4149,2744.656
32.66,14.0684,32.4369,2730.022,32.4369,2730.022
32.68,13.1385,32.4589,2852.975,32.4589,2852.975
32.7,11.8856,32.4809,3126.456,32.4809,3126.456
32.72,10.8752,32.5029,3185.487,32.5029,3185.487
32.74,10.4875,32.5249,3124.201,32.5249,3124.201
32.76,10.6428,32.5469,3273.398,32.5469,3273.398
32.78,10.2143,32.5689,3368.986,32.5689,3368.986
32.8,9.84521,32.5909,3524.122,32.5909,3524.122
32.82,9.53416,32.6129,3713.612,32.6129,3713.612
32.84,9.2676,32.6349,4070.171,32.6349,4070.171
32.86,9.04678,32.6569,4229.096,32.6569,4229.096
32.88,8.86949,32.6789,4532.346,32.6789,4532.346
32.9,8.78748,32.7009,4907.634,32.7009,4907.634
32.92,8.82686,32.7229,5312.947,32.7229,5312.947
32.94,8.78231,32.7449,5832.002,32.7449,5832.002
32.96,8.78299,32.7669,6280.77,32.7669,6280.77
32.98,8.04132,32.7889,6203.987,32.7889,6203.987
33.0,8.16524,32.8109,5955.18,32.8109,5955.18
33.02,8.60379,32.8329,5551.049,32.8329,5551.049
33.04,8.90393,32.8549,5188.72,32.8549,5188.72
33.06,9.21735,32.8769,4807.888,32.8769,4807.888
33.08,9.66699,32.8989,4138.892,32.8989,4138.892
33.1,10.2457,32.9209,3636.002,32.9209,3636.002
33.12,11.0174,32.9429,3336.417,32.9429,3336.417
33.14,11.9832,32.9649,3046.683,32.9649,3046.683
33.16,13.2691,32.9869,2917.54,32.9869,2917.54
33.18,14.7201,33.0089,2699.596,33.0089,2699.596
33.2,17.0775,33.0309,2621.988,33.0309,2621.988
33.22,20.0881,33.0529,2576.071,33.0529,2576.071
33.24,25.1671,33.0749,2558.781,33.0749,2558.781
33.26,33.3993,33.0969,2450.628,33.0969,2450.628
33.28,46.91,33.1189,2458.607,33.1189,2458.607
33.3,68.7427,33.1409,2431.012,33.1409,2431.012
33.32,100.57,33.1629,2454.295,33.1629,2454.295
33.34,136.35,33.1849,2435.519,33.1849,2435.519
33.36,159.351,33.2069,2371.137,33.2069,2371.137
33.38,151.222,33.2289,2358.789,33.2289,2358.789
33.4,116.574,33.2509,2354.602,33.2509,2354.602
33.42,80.6616,33.2729,2372.834,33.2729,2372.834
33.44,54.9974,33.2949,2365.61,33.2949,2365.61
33.46,39.0556,33.3169,2290.275,33.3169,2290.275
33.48,29.6347,33.3389,2346.847,33.3389,2346.847
33.5,24.0653,33.3609,2392.807,33.3609,2392.807
33.52,20.63,33.3829,2365.784,33.3829,2365.784
33.54,18.4143,33.4049,2401.911,33.4049,2401.911
33.56,16.9669,33.4269,2397.386,33.4269,2397.386
33.58,16.2164,33.4489,2382.354,33.4489,2382.354
33.6,15.6584,33.4709,2386.933,33.4709,2386.933
33.62,15.393,33.4929,2372.173,33.4929,2372.173
33.64,15.4028,33.5149,2390.632,33.5149,2390.632
33.66,15.587,33.5369,2471.987,33.5369,2471.987
33.68,15.9636,33.5589,2414.817,33.5589,2414.817
33.7,16.5284,33.5809,2471.417,33.5809,2471.417
33.72,17.2878,33.6029,2460.305,33.6029,2460.305
33.74,18.3323,33.6249,2481.251,33.6249,2481.251
33.76,19.1544,33.6469,2579.104,33.6469,2579.104
33.78,20.7947,33.6689,2661.138,33.6689,2661.138
33.8,22.6682,33.6909,2758.806,33.6909,2758.806
33.82,24.998,33.7129,2852.893,33.7129,2852.893
33.84,27.9424,33.7349,2989.45,33.7349,2989.45
33.86,31.7736,33.7569,3131.359,33.7569,3131.359
33.88,37.0001,33.7789,3250.059,33.7789,3250.059
33.9,44.583,33.8009,3412.621,33.8009,3412.621
33.92,56.1617,33.8229,3596.434,33.8229,3596.434
33.94,73.9884,33.8449,3994.46,33.8449,3994.46
33.96,99.8946,33.8669,4346.385,33.8669,4346.385
33.98,131.095,33.8889,4608.576,33.8889,4608.576
34.0,152.319,33.9109,4719.118,33.9109,4719.118
34.02,149.41,33.9329,4661.249,33.9329,4661.249
34.04,136.104,33.9549,4616.522,33.9549,4616.522
34.06,130.585,33.9769,4752.719,33.9769,4752.719
34.08,140.161,33.9989,4918.004,33.9989,4918.004
34.1,169.42,34.0209,5053.853,34.0209,5053.853
34.12,226.238,34.0429,4817.287,34.0429,4817.287
34.14,322.749,34.0649,4646.342,34.0649,4646.342
34.16,468.202,34.0869,4487.504,34.0869,4487.504
34.18,642.659,34.1089,4530.026,34.1089,4530.026
34.2,781.202,34.1309,4489.588,34.1309,4489.588
34.22,834.118,34.1529,4431.481,34.1529,4431.481
34.24,762.893,34.1749,4586.062,34.1749,4586.062
34.26,595.678,34.1969,4620.454,34.1969,4620.454
34.28,442.16,34.2189,4718.422,34.2189,4718.422
34.3,351.892,34.2409,4883.917,34.2409,4883.917
