2theta,simulated,2theta,real copy,2theta,real
,,57.1649,2285.012,57.1649,2285.012
,,57.1869,2296.823,57.1869,2296.823
,,57.2089,2252.381,57.2089,2252.381
,,57.2309,2170.704,57.2309,2170.704
,,57.2529,2256.363,57.2529,2256.363
,,57.2749,2211.616,57.2749,2211.616
,,57.2969,2186.139,57.2969,2186.139
,,57.3189,2260.475,57.3189,2260.475
,,57.3409,2213.368,57.3409,2213.368
,,57.3629,2140.527,57.3629,2140.527
,,57.3849,2234.278,57.3849,2234.278
,,57.4069,2294.137,57.4069,2294.137
,,57.4289,2313.34,57.4289,2313.34
,,57.4509,2235.15,57.4509,2235.15
,,57.4729,2299.045,57.4729,2299.045
,,57.4949,2239.12,57.4949,2239.12
,,57.5169,2234.744,57.5169,2234.744
,,57.5389,2306.995,57.5389,2306.995
,,57.5609,2347.975,57.5609,2347.975
,,57.5829,2292.519,57.5829,2292.519
,,57.6049,2295.92,57.6049,2295.92
,,57.6269,2193.906,57.6269,2193.906
,,57.6489,2320.234,57.6489,2320.234
,,57.6709,2298.494,57.6709,2298.494
,,57.6929,2265.981,57.6929,2265.981
,,57.7149,2198.289,57.7149,2198.289
,,57.7369,2257.457,57.7369,2257.457
,,57.7589,2341.653,57.7589,2341.653
,,57.7809,2314.582,57.7809,2314.582
,,57.8029,2285.717,57.8029,2285.717
,,57.8249,2319.395,57.8249,2319.395
,,57.8469,2249.823,57.8469,2249.823
,,57.8689,2309.484,57.8689,2309.484
,,57.8909,2308.255,57.8909,2308.255
,,57.9129,2300.799,57.9129,2300.799
,,57.9349,2386.905,57.9349,2386.905
,,57.9569,2333.67,57.9569,2333.67
,,57.9789,2363.192,57.9789,2363.192
,,58.0009,2455.402,58.0009,2455.402
,,58.0229,2391.335,58.0229,2391.335
,,58.0449,2356.31,58.0449,2356.31
,,58.0669,2431.258,58.0669,2431.258
,,58.0889,2449.0,58.0889,2449.0
,,58.1109,2449.342,58.1109,2449.342
,,58.1329,2451.418,58.1329,2451.418
,,58.1549,2474.906,58.1549,2474.906
,,58.1769,2471.199,58.1769,2471.199
,,58.1989,2434.177,58.1989,2434.177
,,58.2209,2482.44,58.2209,2482.44
,,58.2429,2452.814,58.2429,2452.814
,,58.2649,2431.119,58.2649,2431.119
,,58.2869,2455.463,58.2869,2455.463
,,58.3089,2390.361,58.3089,2390.361
,,58.3309,2355.86,58.3309,2355.86
,,58.3529,2394.844,58.3529,2394.844
,,58.3749,2359.563,58.3749,2359.563
,,58.3969,2371.754,58.3969,2371.754
,,58.4189,2350.632,58.4189,2350.632
,,58.4409,2308.438,58.4409,2308.438
,,58.4629,2298.276,58.4629,2298.276
,,58.4849,2280.943,58.4849,2280.943
,,58.5069,2331.806,58.5069,2331.806
,,58.5289,2310.215,58.5289,2310.215
,,58.5509,2331.449,58.5509,2331.449
,,58.5729,2398.013,58.5729,2398.013
,,58.5949,2409.262,58.5949,2409.262
,,58.6169,2464.989,58.6169,2464.989
,,58.6389,2496.54,58.6389,2496.54
,,58.6609,2504.391,58.6609,2504.391
,,58.6829,2545.073,58.6829,2545.073
,,58.7049,2583.895,58.7049,2583.895
,,58.7269,2563.801,58.7269,2563.801
,,58.7489,2594.712,58.7489,2594.712
,,58.7709,2582.72,58.7709,2582.72
,,58.7929,2577.232,58.7929,2577.232
,,58.8149,2637.369,58.8149,2637.369
,,58.8369,2662.487,58.8369,2662.487
,,58.8589,2640.437,58.8589,2640.437
,,58.8809,2647.675,58.8809,2647.675
,,58.9029,2609.628,58.9029,2609.628
,,58.9249,2570.107,58.9249,2570.107
,,58.9469,2561.382,58.9469,2561.382
,,58.9689,2551.142,58.9689,2551.142
,,58.9909,2602.365,58.9909,2602.365
,,59.0129,2420.931,59.0129,2420.931
,,59.0349,2403.168,59.0349,2403.168
,,59.0569,2569.692,59.0569,2569.692
,,59.0789,2391.794,59.0789,2391.794
,,59.1009,2348.885,59.1009,2348.885
,,59.1229,2425.052,59.1229,2425.052
,,59.1449,2374.129,59.1449,2374.129
,,59.1669,2386.711,59.1669,2386.711
,,59.1889,2445.611,59.1889,2445.611
,,59.2109,2507.361,59.2109,2507.361
,,59.2329,2429.57,59.2329,2429.57
,,59.2549,2576.161,59.2549,2576.161
,,59.2769,2650.54,59.2769,2650.54
,,59.2989,2562.272,59.2989,2562.272
,,59.3209,2609.528,59.3209,2609.528
,,59.3429,2687.976,59.3429,2687.976
,,59.3649,2565.176,59.3649,2565.176
,,59.3869,2679.568,59.3869,2679.568
,,59.4089,2657.896,59.4089,2657.896
,,59.4309,2698.876,59.4309,2698.876
,,59.4529,2704.219,59.4529,2704.219
,,59.4749,2662.42,59.4749,2662.42
,,59.4969,2700.377,59.4969,2700.377
,,59.5189,2637.834,59.5189,2637.834
,,59.5409,2668.712,59.5409,2668.712
,,59.5629,2725.887,59.5629,2725.887
,,59.5849,2645.349,59.5849,2645.349
,,59.6069,2627.906,59.6069,2627.906
,,59.6289,2613.947,59.6289,2613.947
,,59.6509,2605.426,59.6509,2605.426
,,59.6729,2493.942,59.6729,2493.942
,,59.6949,2518.814,59.6949,2518.814
,,59.7169,2503.69,59.7169,2503.69
,,59.7389,2405.914,59.7389,2405.914
,,59.7609,2445.054,59.7609,2445.054
,,59.7829,2359.592,59.7829,2359.592
,,59.8049,2370.443,59.8049,2370.443
,,59.8269,2389.345,59.8269,2389.345
,,59.8489,2392.742,59.8489,2392.742
,,59.8709,2387.745,59.8709,2387.745
,,59.8929,2504.748,59.8929,2504.748
,,59.9149,2451.948,59.9149,2451.948
,,59.9369,2434.508,59.9369,2434.508
,,59.9589,2440.262,59.9589,2440.262
,,59.9809,2433.703,59.9809,2433.703
